key;ID;speciesStrain;speciesStrainComp;genus;genusComp;species;speciesComp;strain;cultureNo;typeStrain;misclassified;gram;oxygen;substrate;genomeAccNo;usedAccNo;ncbiFTP_FAA
3094;;Tessaracoccus flavescens SST-39;tessaracoccusflavescenssst39;Tessaracoccus;tessaracoccus;Tessaracoccus flavescens;tessaracoccusflavescens;SST-39;;;;positive;facultative;arabinose|cellobiose|D-glucose|D-mannitol|D-ribose|D-xylose|esculin|galactose|gelatin|glycogen|lactose|maltose|mannose|nitrate|sucrose|urea;GCA_020741375|399497.5|399497.3|CP019607|GCA_001998865;GCA_020741375;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/741/375/GCA_020741375.1_ASM2074137v1/GCA_020741375.1_ASM2074137v1_protein.faa.gz
3095;132480;Tessaracoccus flavus RP1;tessaracoccusflavusrp1;Tessaracoccus;tessaracoccus;Tessaracoccus flavus;tessaracoccusflavus;RP1;DSM 100159|KCTC 39686|MCC 2769;yes;;;facultative;casein|D-arabinose|D-fructose|D-galactose|D-glucose|D-mannitol|D-mannose|D-sorbitol|D-sorbose|erythritol|esculin|galactitol|gelatin|hypoxanthine|L-arabinose|maltose|nitrate|raffinose|starch|sucrose|trehalose|tween 20|tween 80|urea|xanthine;GCA_900107385|GCA_001997295|1610493.8|1610493.4;GCA_900107385;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/107/385/GCA_900107385.1_IMG-taxon_2671180235_annotated_assembly/GCA_900107385.1_IMG-taxon_2671180235_annotated_assembly_protein.faa.gz
3096;686624;Tessaracoccus oleiagri SL014B-20A1;tessaracoccusoleiagrisl014b20a1;Tessaracoccus;tessaracoccus;Tessaracoccus oleiagri;tessaracoccusoleiagri;SL014B-20A1;;;;positive;facultative;adipate|alanine|alpha-lactose|arginine|benzoate|cellulose|citrate|D-arabinose|D-arabitol|decanoate|D-fructose|D-galactose|D-glucose|D-mannitol|D-mannose|D-ribose|D-sorbitol|D-xylose|esculin|formate|galactitol|glycine|histidine|inulin|lactose|L-arabinose|L-aspartate|L-proline|malate|maltose|melibiose|methyl alpha-D-glucopyranoside|myo-inositol|N-acetylglucosamine|nitrate|phenylacetate|phenylalanine|raffinose|rhamnose|ribitol|salicin|sorbitol|succinate|trehalose|tryptophan|xylose;GCA_900103275|686624.3|2617270936;GCA_900103275;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/275/GCA_900103275.1_IMG-taxon_2617270936_annotated_assembly/GCA_900103275.1_IMG-taxon_2617270936_annotated_assembly_protein.faa.gz
3097;132379;Tessaracoccus rhinocerotis;tessaracoccusrhinocerotis;Tessaracoccus;tessaracoccus;Tessaracoccus rhinocerotis;tessaracoccusrhinocerotis;;DSM 27597|CCTCC AB 2013217|YIM 101269|JCM 33580|DSM 27579;yes;;;facultative;adipate|amygdalin|casein|cellobiose|citrate|D-arabinose|decanoate|dextran|D-fructose|D-fucose|D-galactose|D-glucose|D-mannitol|D-mannose|D-sorbitol|D-xylose|esculin|gelatin|gluconate|glucose|glycerol|inulin|malate|maltose|melezitose|melibiose|myo-inositol|N-acetylglucosamine|nitrate|phenylacetate|rhamnose|sorbitol|starch|sucrose|trehalose|tween 20|tween 40|tween 60|tween 80;GCA_007197885|1689449.3|VKKG00000000;GCA_007197885;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/197/885/GCA_007197885.1_ASM719788v1/GCA_007197885.1_ASM719788v1_protein.faa.gz
3098;132402;Testudinibacter aquarius ELNT2x;testudinibacteraquariuselnt2x;Testudinibacter;testudinibacter;Testudinibacter aquarius;testudinibacteraquarius;ELNT2x;DSM 28140|CCUG 65146;yes;;;microaerophilic;adipate|alpha-cyclodextrin|amygdalin|arginine|D-arabitol|decanoate|D-fructose|D-galactose|D-glucose|D-mannitol|D-mannose|D-ribose|D-sorbitol|D-tagatose|D-xylose|esculin|galactitol|gelatin|gluconate|glucose|glycogen|hippurate|inulin|lactose|L-arabinose|L-fucose|L-rhamnose|malate|maltose|melezitose|melibiose|methyl beta-D-glucopyranoside|nitrate|nitrite|pullulan|raffinose|ribitol|salicin|sorbitol|sucrose|trehalose|tryptophan|urea;GCA_004342725|GCA_009761355|1608993.3|GCA_006227605|1524974.3|1524974.5|1524974.4|2788499827;GCA_004342725;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/342/725/GCA_004342725.1_ASM434272v1/GCA_004342725.1_ASM434272v1_protein.faa.gz
3099;5260;Tetragenococcus halophilus flandriensis T5;tetragenococcushalophilusflandriensist5;Tetragenococcus;tetragenococcus;Tetragenococcus halophilus;tetragenococcushalophilus;flandriensis T5;DSM 23766|LMG 26042|JCM 31127;yes;;;microaerophilic;amygdalin|arbutin|cellobiose|D-arabinose|D-fructose|D-fucose|D-galactose|D-glucose|D-lyxose|D-mannitol|D-mannose|D-ribose|D-sorbitol|D-tagatose|D-xylose|esculin|galactitol|gentiobiose|gluconate|glycogen|inulin|lactose|L-arabinose|L-arabitol|L-fucose|L-rhamnose|L-sorbose|L-xylose|maltose|melezitose|melibiose|methyl alpha-D-mannoside|methyl beta-D-xylopyranoside|myo-inositol|N-acetylglucosamine|Potassium 2-ketogluconate|Potassium 5-ketogluconate|raffinose|ribitol|salicin|starch|sucrose|trehalose|turanose|xylitol;GCA_003795105|GCA_002922845|BDEA00000000|CP027768|51669.19|1513898.3|2841061659;GCA_003795105;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/795/105/GCA_003795105.1_ASM379510v1/GCA_003795105.1_ASM379510v1_protein.faa.gz
3100;5258;Tetragenococcus koreensis Jenil, JS;tetragenococcuskoreensisjeniljs;Tetragenococcus;tetragenococcus;Tetragenococcus koreensis;tetragenococcuskoreensis;Jenil, JS;CCUG 52901|DSM 16501|KCTC 3924|LMG 22864|JCM 18085|CIP 108884|NBRC 106072;yes;;;facultative;galactose|gluconate|L-arabitol|maltose|mannitol|mannose|methyl D-glucoside|ribose|sucrose|trehalose|xylitol|xylose;GCA_003795145|GCA_007991535|GCA_016760185|GCA_016760205|GCA_016760145|GCA_016760245|GCA_016760225|290335.15|290335.16|290335.17|290335.13|290335.14;GCA_003795145;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/795/145/GCA_003795145.1_ASM379514v1/GCA_003795145.1_ASM379514v1_protein.faa.gz
3101;;Texcoconibacillus texcoconensis 13CC;texcoconibacillustexcoconensis13cc;Texcoconibacillus;texcoconibacillus;Texcoconibacillus texcoconensis;texcoconibacillustexcoconensis;13CC;;;;positive;aerobic;glucose|lactose|mannose|sucrose;GCA_014202575|2861573552|1095777.3;GCA_014202575;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/202/575/GCA_014202575.1_ASM1420257v1/GCA_014202575.1_ASM1420257v1_protein.faa.gz
3102;1392;Thalassobacillus cyri HS286;thalassobacilluscyrihs286;Thalassobacillus;thalassobacillus;Thalassobacillus cyri;thalassobacilluscyri;HS286;DSM 21635|CCM 7597|JCM 15722;yes;;;obligate aerobic;casein|D-fructose|D-glucose|D-mannose|dna|D-xylose|esculin|galactose|gelatin|glucose|lactose|maltose|melibiose|myo-inositol|nitrate|nitrite|starch|trehalose|tween 80;GCA_900107755|571932.3|FNQR00000000|2675903014;GCA_900107755;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/107/755/GCA_900107755.1_IMG-taxon_2675903014_annotated_assembly/GCA_900107755.1_IMG-taxon_2675903014_annotated_assembly_protein.faa.gz
3103;1391;Thalassobacillus devorans G-19.1;thalassobacillusdevoransg191;Thalassobacillus;thalassobacillus;Thalassobacillus devorans;thalassobacillusdevorans;G-19.1;DSM 16966|CCM 7282|CECT 7046;yes;;;aerobic;(S)-lactate|2,3-butanediol|2-deoxyadenosine|2-hydroxybutyrate|2-oxoglutarate|2-oxopentanoate|3-hydroxybutyrate|3-O-methyl-D-glucose|4-hydroxybutyrate|4-hydroxyphenylacetic acid|acetate|adenosine|alpha-cyclodextrin|alpha-D-glucose|alpha-lactose|amp|amygdalin|arbutin|beta-cyclodextrin|casein|cellobiose|D-alanine|D-arabitol|dextrin|D-fructose|D-fructose 6-phosphate|D-galactose|D-galacturonic acid|D-gluconate|D-glucose|D-glucose 6-phosphate|D-malate|D-mannitol|D-mannose|D-psicose|D-ribose|D-sorbitol|D-tagatose|D-trehalose|D-xylose|esculin|gelatin|gentiobiose|glucose|glucose 1-phosphate|glycerol|glycerol 1-phosphate|glycogen|glycyl-l-glutamate|inosine|inulin|lactamide|lactulose|L-alaninamide|L-alanine|L-alanylglycine|L-arabinose|L-asparagine|L-fucose|L-glutamate|L-malate|L-pyroglutamic acid|L-rhamnose|L-serine|maltose|maltotriose|mannan|melezitose|melibiose|methyl (R)-lactate|methyl alpha-D-galactoside|methyl alpha-D-glucopyranoside|methyl alpha-D-mannoside|methyl beta-D-galactoside|methyl beta-D-glucopyranoside|methyl pyruvate|monomethyl succinate|myo-inositol|N-acetyl-D-mannosamine|N-acetylglucosamine|N-acetyl-L-glutamate|nitrate|palatinose|propionate|putrescine|pyruvate|raffinose|salicin|sedoheptulosan|stachyose|starch|succinamate|succinate|sucrose|thymidine|thymidine 5'-monophosphate|tryptophan|turanose|tween 40|tween 80|uridine|uridine 5'-monophosphate|xylitol;GCA_014635125|GCA_001368835|GCA_011761345|GCA_900176565|279813.3|2890617600|279813.4|2824388614|279813.5;GCA_014635125;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/635/125/GCA_014635125.1_ASM1463512v1/GCA_014635125.1_ASM1463512v1_protein.faa.gz
3104;1393;Thalassobacillus pellis 18 OM, 18OM;thalassobacilluspellis18om18om;Thalassobacillus;thalassobacillus;Thalassobacillus pellis;thalassobacilluspellis;18 OM, 18OM;DSM 22784|CECT 7566|JCM 16412;yes;;;obligate aerobic;casein|citrate|D-arabinose|D-fructose|D-galactose|D-glucose|D-mannitol|D-mannose|dna|D-xylose|esculin|gelatin|glucose|glycerol|lactose|maltose|nitrate|pullulan|starch|sucrose|trehalose|tween 80|xylan;GCA_016908295|748008.3|2901096299;GCA_016908295;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/908/295/GCA_016908295.1_ASM1690829v1/GCA_016908295.1_ASM1690829v1_protein.faa.gz
3105;141073;Thalassobaculum fulvum HSF7;thalassobaculumfulvumhsf7;Thalassobaculum;thalassobaculum;Thalassobaculum fulvum;thalassobaculumfulvum;HSF7;KCTC 42651|MCCC 1K01158;yes;;;aerobic;2-oxoglutarate|adipate|arabinose|carboxymethylcellulose|casein|citrate|decanoate|D-fructose|D-galactose|D-glucose|D-ribose|erythritol|esculin|gelatin|glucose|hypoxanthine|indole-3-acetic acid|lactose|L-rhamnose|malate|maltose|mannitol|mannose|myo-inositol|N-acetylglucosamine|nitrate|oxalate|phenylacetate|potassium gluconate|pyruvate|raffinose|salicin|succinate|sucrose|trehalose|tween 20|tween 40|tween 60|tween 80|tyrosine|xanthine|xylitol|xylose;GCA_014652915|1633335.3;GCA_014652915;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/652/915/GCA_014652915.1_ASM1465291v1/GCA_014652915.1_ASM1465291v1_protein.faa.gz
3106;;Thalassobaculum litoreum CL-GR58;thalassobaculumlitoreumclgr58;Thalassobaculum;thalassobaculum;Thalassobaculum litoreum;thalassobaculumlitoreum;CL-GR58;;;;negative;facultative;arabinose|nitrate|ribose|sucrose;GCA_900102465|2599185271|1123362.3;GCA_900102465;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/102/465/GCA_900102465.1_IMG-taxon_2599185271_annotated_assembly/GCA_900102465.1_IMG-taxon_2599185271_annotated_assembly_protein.faa.gz
3107;130638;Thalassobius litoralis KU5D5;thalassobiuslitoralisku5d5;Thalassobius;thalassobius;Thalassobius litoralis;thalassobiuslitoralis;KU5D5;DSM 29506|JCM 17792|KCTC 23660;yes;;;aerobic;adipate|arginine|decanoate|D-glucose|D-mannitol|D-mannose|esculin|gelatin|gluconate|L-arabinose|malate|maltose|N-acetylglucosamine|nitrate|tryptophan|urea;GCA_900182725|1010611.6|2724679730;GCA_900182725;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/182/725/GCA_900182725.1_IMG-taxon_2724679730_annotated_assembly/GCA_900182725.1_IMG-taxon_2724679730_annotated_assembly_protein.faa.gz
3108;23237;Thalassococcus halodurans UST050418-052;thalassococcushaloduransust050418052;Thalassococcus;thalassococcus;Thalassococcus halodurans;thalassococcushalodurans;UST050418-052;DSM 26915|JCM 13833|NRRL B-41465|CIP 109727|KCTC 22637;yes;;;aerobic;2-dehydro-D-gluconate|adipate|arabinose|arginine|cellobiose|decanoate|D-glucose|D-mannitol|D-mannose|esculin|fructose|fucose|galactose|gelatin|gluconate|glucose|glycerol|L-arabinose|malate|maltose|mannitol|melibiose|N-acetylglucosamine|nitrate|sorbitol|sucrose|trehalose|tryptophan|urea|xylose;GCA_900108225|373675.5|2617270859;GCA_900108225;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/108/225/GCA_900108225.1_IMG-taxon_2617270859_annotated_assembly/GCA_900108225.1_IMG-taxon_2617270859_annotated_assembly_protein.faa.gz
3109;164142;Thalassococcus profundi WRAS1;thalassococcusprofundiwras1;Thalassococcus;thalassococcus;Thalassococcus profundi;thalassococcusprofundi;WRAS1;JCM 31873|CGMCC 1.16123|KCTC 52696|MCCC 1K03253;yes;;;aerobic;2,3-butanediol|2-hydroxybutyrate|2-oxobutanoate|2-oxoglutarate|2-oxopentanoate|3-hydroxybutyrate|4-hydroxybutyrate|4-hydroxy-L-proline|4-hydroxyphenylacetic acid|4-nitrophenyl beta-D-galactopyranoside|acetate|alginate|alpha-cyclodextrin|alpha-D-glucose|alpha-lactose|bromosuccinate|carboxymethylcellulose|casein|cellobiose|chitin|cis-aconitate|citrate|D-alanine|D-arabinose|D-arabitol|dextrin|D-fructose|D-galactonic acid lactone|D-galactose|D-galacturonic acid|D-glucarate|D-gluconate|D-glucosaminic acid|D-glucose|D-glucose 6-phosphate|D-glucuronate|DL-carnitine|D-mannitol|D-mannose|dna|D-psicose|D-ribose|D-serine|D-sorbitol|D-xylose|erythritol|esculin ferric citrate|ethanolamine|formate|galactitol|gamma-aminobutyric acid|gelatin|gentiobiose|glucose 1-phosphate|glucuronamide|glycerol|glycerol 1-phosphate|glycogen|glycyl L-aspartic acid|glycyl-l-glutamate|inosine|itaconate|lactate|lactose|lactulose|L-alaninamide|L-alanine|L-alanylglycine|L-arabinose|L-asparagine|L-aspartate|L-fucose|L-glutamate|L-histidine|L-leucine|L-ornithine|L-phenylalanine|L-proline|L-pyroglutamate|L-rhamnose|L-serine|L-sorbose|L-threonine|malonate|maltose|melezitose|melibiose|methyl alpha-D-glucopyranoside|methyl alpha-D-mannoside|methyl beta-D-glucopyranoside|methyl beta-D-xylopyranoside|methyl pyruvate|monomethyl succinate|myo-inositol|N-acetylgalactosamine|N-acetylglucosamine|phenylethylamine|potassium 2-dehydro-D-gluconate|potassium 5-dehydro-D-gluconate|potassium gluconate|propionate|putrescine|quinate|raffinose|ribitol|sebacic acid|starch|succinamate|succinate|sucrose|thymidine|trehalose|turanose|tween 20|tween 40|tween 80|uridine|urocanic acid|xylitol;GCA_003344785|2832770347|2282382.3|QPMK00000000;GCA_003344785;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/344/785/GCA_003344785.1_ASM334478v1/GCA_003344785.1_ASM334478v1_protein.faa.gz
3110;133421;Thalassomonas actiniarum A5K-106;thalassomonasactiniaruma5k106;Thalassomonas;thalassomonas;Thalassomonas actiniarum;thalassomonasactiniarum;A5K-106;MBIC 08328|NCIMB 14418|NBRC 104231;yes;;;aerobic;cellobiose|esculin|glucose|glycogen|maltose|N-acetylglucosamine|nitrate|salicin|sucrose|trehalose|tween 20|tween 40|tween 60|tween 80;GCA_000948975|485447.8|2630968886;GCA_000948975;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/948/975/GCA_000948975.1_ASM94897v1/GCA_000948975.1_ASM94897v1_protein.faa.gz
3111;166506;Thalassorhabdomicrobium marinisediminis BH-SD16;thalassorhabdomicrobiummarinisediminisbhsd16;Thalassorhabdomicrobium;thalassorhabdomicrobium;Thalassorhabdomicrobium marinisediminis;thalassorhabdomicrobiummarinisediminis;BH-SD16;CCTCC AB 2017073|KCTC 62201;yes;;;aerobic;adipate|amygdalin|calcium(2+)|casein|D-glucose|D-mannitol|D-mannose|D-sorbitol|esculin|ferric iron|gelatin|L-arabinose|L-rhamnose|magnesium(2+)|malate|maltose|mannitol|melibiose|myo-inositol|N-acetylglucosamine|nitrate|nitrite|phenylacetate|potassium|potassium gluconate|sodium chloride|sodium citrate|starch|sucrose|tween 20|tween 40|tween 60|tween 80|urea;GCA_003072065|2170577.3|QCYG00000000|2845908004;GCA_003072065;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/072/065/GCA_003072065.1_ASM307206v1/GCA_003072065.1_ASM307206v1_protein.faa.gz
3112;13967;Thalassospira profundimaris WPO 211;thalassospiraprofundimariswpo211;Thalassospira;thalassospira;Thalassospira profundimaris;thalassospiraprofundimaris;WPO 211;DSM 17430|CGMCC 1.3997|CIP 109532;yes;;;anaerobic;4-hydroxy-L-proline|alanine|cellobiose|formate|fructose|galacturonate|gluconate|glucose|glutamate|glycerol|histidine|lactate|L-arabitol|mannitol|mannose|methyl pyruvate|nitrate|proline|propionate|quinate|succinate|tween 40|tween 80;GCA_003326805|GCA_003326695|GCA_003326675|GCA_001662835|502049.7|GCA_003326795|GCA_003326755|502049.5|502049.4|502049.8|502049.6|502049.9|2808606712|2773857911;GCA_003326805;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/326/805/GCA_003326805.1_ASM332680v1/GCA_003326805.1_ASM332680v1_protein.faa.gz
3113;1177930;Thalassospira tepidiphila 1-1B;thalassospiratepidiphila11b;Thalassospira;thalassospira;Thalassospira tepidiphila;thalassospiratepidiphila;1-1B;;;;negative;facultative;acetate|alanine|arabinose|arabitol|asparagine|aspartate|cellobiose|citrate|fucose|galactose|glucose|glutamate|glutamicAcid|glycerol|histidine|lactate|L-arabitol|mannitol|mannose|methyl pyruvate|methylPyruvate|myo-inositol|nitrate|proline|quinate|quinicAcid|serine|succinate|tween 40|Tween40|urocanic acid|urocanicAcid;GCA_011927685|393657.3|393657.4|GCA_018424665|2829832560|JAATJD000000000;GCA_011927685;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/927/685/GCA_011927685.1_ASM1192768v1/GCA_011927685.1_ASM1192768v1_protein.faa.gz
3114;1123366;Thalassospira xiamenensis M-5;thalassospiraxiamenensism5;Thalassospira;thalassospira;Thalassospira xiamenensis;thalassospiraxiamenensis;M-5;;;;negative;conflict;4-hydroxy-L-proline|alanine|arabinose|asparagine|cellobiose|formate|fructose|galactose|gluconate|glucose|glutamate|glycerol|histidine|lactate|L-alaninamide|L-arabitol|malonate|maltose|mannitol|mannose|methyl pyruvate|myo-inositol|N-acetylglucosamine|nitrate|ornithine|proline|propionate|quinate|serine|succinate|sucrose|thymidine|trehalose|urocanic acid;GCA_000300235|GCA_900156715|GCA_900217835|GCA_003326725|GCA_002414545|GCA_003326715|GCA_003326775|GCA_001613855|GCA_001618165|GCA_001618195|GCA_002375565|GCA_002415495|GCA_002415755|GCA_003030755|GCA_002388285|GCA_002384545|1123366.3|1123366.7|1123366.5|220697.18|220697.4|220697.5|220697.6|2744054535|220697.16|220697.7|220697.8|220697.9|220697.12|220697.1|220697.11|220697.13|220697.17|220697.15;GCA_000300235;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/300/235/GCA_000300235.2_ASM30023v2/GCA_000300235.2_ASM30023v2_protein.faa.gz
3115;864068;Thalassotalea agariperforans M-M1;thalassotaleaagariperforansmm1;Thalassotalea;thalassotalea;Thalassotalea agariperforans;thalassotaleaagariperforans;M-M1;;;;negative;aerobic;;GCA_014653195|2036687.3;GCA_014653195;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/653/195/GCA_014653195.1_ASM1465319v1/GCA_014653195.1_ASM1465319v1_protein.faa.gz
3115;2883;Thalassotalea agarivorans;thalassotaleaagarivorans;Thalassotalea;thalassotalea;Thalassotalea agarivorans;thalassotaleaagarivorans;;DSM 19706|BCRC 17492|JCM 13379|TMA 1;yes;;;aerobic;esculin|nitrate;GCA_014653195|2036687.3;GCA_014653195;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/653/195/GCA_014653195.1_ASM1465319v1/GCA_014653195.1_ASM1465319v1_protein.faa.gz
3115;158591;Thalassotalea atypica RZG4-3-1;thalassotaleaatypicarzg431;Thalassotalea;thalassotalea;Thalassotalea atypica;thalassotaleaatypica;RZG4-3-1;JCM 31894|KCTC 52745|MCCC 1K03276;yes;;;aerobic;4-nitrophenyl beta-D-galactopyranoside|acetate|agar|alginate|amygdalin|arbutin|casein|cellobiose|chitin|citrate|D-arabinose|D-arabitol|D-fructose|D-fucose|D-galactose|D-glucose|dl-alanine|D-lyxose|D-mannitol|D-mannose|dna|D-ribose|D-sorbitol|D-tagatose|D-xylose|erythritol|esculin|esculin ferric citrate|fructose|galactitol|gelatin|gentiobiose|glycerol|glycogen|inulin|lactose|L-arabinose|L-arabitol|L-fucose|L-glutamate|L-histidine|L-leucine|L-phenylalanine|L-proline|L-rhamnose|L-sorbose|L-threonine|L-tryptophan|L-valine|L-xylose|lysine|maltose|melezitose|melibiose|methyl alpha-D-glucopyranoside|methyl alpha-D-mannoside|methyl beta-D-xylopyranoside|myo-inositol|N-acetylglucosamine|nitrate|potassium 2-dehydro-D-gluconate|potassium 5-dehydro-D-gluconate|potassium gluconate|raffinose|ribitol|salicin|serine|starch|sucrose|trehalose|turanose|tween 20|tween 40|tween 60|tween 80|urea|xylitol;GCA_014653195|2036687.3;GCA_014653195;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/653/195/GCA_014653195.1_ASM1465319v1/GCA_014653195.1_ASM1465319v1_protein.faa.gz
3115;140797;Thalassotalea profundi;thalassotaleaprofundi;Thalassotalea;thalassotalea;Thalassotalea profundi;thalassotaleaprofundi;;KACC 18563|CGMCC 1.15922|YM 155;yes;;;obligate aerobic;adipate|agar|casein|cellobiose|decanoate|D-galactose|D-glucose|D-mannitol|D-mannose|dna|esculin|gelatin|glucose|L-arabinose|malate|maltose|N-acetylglucosamine|nitrate|phenylacetate|potassium gluconate|sodium citrate|starch|urea;GCA_014653195|2036687.3;GCA_014653195;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/653/195/GCA_014653195.1_ASM1465319v1/GCA_014653195.1_ASM1465319v1_protein.faa.gz
3116;140542;Thalassotalea litorea HMF4135;thalassotalealitoreahmf4135;Thalassotalea;thalassotalea;Thalassotalea litorea;thalassotalealitorea;HMF4135;KCTC 52154|NBRC 112672;yes;;;aerobic;carboxymethylcellulose|casein|dna|esculin|gamma-cyclodextrin|hydroxyethylcellulose|nitrate|starch|tween 80;GCA_005843925|2891266078|2020715.3;GCA_005843925;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/843/925/GCA_005843925.1_ASM584392v1/GCA_005843925.1_ASM584392v1_protein.faa.gz
3117;166266;Thalassotalea mangrovi ZS-4;thalassotaleamangrovizs4;Thalassotalea;thalassotalea;Thalassotalea mangrovi;thalassotaleamangrovi;ZS-4;KCTC 72399|MCCC 1K03630;yes;;;obligate aerobic;adipate|D-glucose|D-mannitol|D-mannose|esculin|gelatin|hexanoate|L-arabinose|malate|maltose|N-acetyl-D-glucosamine|nitrate|potassium gluconate|pyruvate|sodium citrate|tween 40;GCA_005116735|2572245.3|2891238260|SWDB00000000;GCA_005116735;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/116/735/GCA_005116735.1_ASM511673v1/GCA_005116735.1_ASM511673v1_protein.faa.gz
3118;18040;Thermaerobacter marianensis 7p75a;thermaerobactermarianensis7p75a;Thermaerobacter;thermaerobacter;Thermaerobacter marianensis;thermaerobactermarianensis;7p75a;DSM 12885|JCM 10246|ATCC 700841;yes;;;obligate aerobic;2-aminobutyrate|acetate|alanine|arginine|asparagine|casamino acids|casein|cellobiose|cellulose|chitin|cysteine|galactose|glucose|glycerol 3-phosphate|glycine|histidine|isoleucine|lactate|lactose|leucine|L-glutamate|lysine|malate|maltose|maltotriose|mannitol|methionine|myo-inositol|peptone|phenylalanine|proline|propionate|pyruvate|serine|starch|succinate|sucrose|tartrate|threonine|trehalose|valine|xylan|xylose|yeast extract;GCA_000184705|GCA_020723785|GCA_020724425|GCA_020723725|644966.3|649633101|CP002344;GCA_000184705;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/184/705/GCA_000184705.1_ASM18470v1/GCA_000184705.1_ASM18470v1_protein.faa.gz
